all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,usd_defl_2014,year,project_title,recipient_condensed,round_coded
Zambia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,17190664.903614458,2003,China donates computers to Zambia,Zambia,EcologicallySensitive
Sierra Leone,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.484,-13.22994,Freetown,32472457.33950617,2001,China Provides Scholarships to the College of Medicine and Allied Health Sciences,Sierra Leone,ChinatoAfrica
Zambia,General Budget Support,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,41215882.0,2004,Zambia receives 20 million RMB grant from China for poverty reduction and general development,Zambia,EcologicallySensitive
Sierra Leone,Other Social infrastructure and services,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.484,-13.22994,Freetown,74569551.5862069,2002,China rehabilitates National Stadium in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Other Social infrastructure and services,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.47952,-13.249,National Stadium (Sierra Leone),74569551.5862069,2002,China rehabilitates National Stadium in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.484,-13.22994,Freetown,10590354.0,2012,China Constructs Ministry of Foreign Affairs building at Tower Hill,Sierra Leone,ChinatoAfrica
Sierra Leone,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.48547,-13.2328,State House,10590354.0,2012,China Constructs Ministry of Foreign Affairs building at Tower Hill,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Moyamba, Kambia, Freetown, Bombali and Port Loko",8.484,-13.22994,Freetown,50746213.31132075,2003,China Donates Ginger Seeds to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Moyamba, Kambia, Freetown, Bombali and Port Loko",8.72386,-12.75904,Port Loko District,50746213.31132075,2003,China Donates Ginger Seeds to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Moyamba, Kambia, Freetown, Bombali and Port Loko",8.0629,-12.44401,Moyamba District,50746213.31132075,2003,China Donates Ginger Seeds to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Moyamba, Kambia, Freetown, Bombali and Port Loko",9.18251,-12.81309,Kambia District,50746213.31132075,2003,China Donates Ginger Seeds to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Moyamba, Kambia, Freetown, Bombali and Port Loko",9.28444,-12.16449,Bombali District,50746213.31132075,2003,China Donates Ginger Seeds to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.484,-13.22994,Freetown,550823.0,2003,"China Donated $250,000 for Regent Street/Peterson Street Bridge",Sierra Leone,ChinatoAfrica
Sierra Leone,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.48675,-13.22738,Regent Street/Peterson Street Bridge,550823.0,2003,"China Donated $250,000 for Regent Street/Peterson Street Bridge",Sierra Leone,ChinatoAfrica
Zambia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-15.38359,28.33855,Maina Solo Military Hospital,14300970.89090909,2005,Chinese medical officers leave for Zambia,Zambia,AdditionalCoded
Zambia,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-12.80243,28.21323,Kitwe,982064.0,2005,"China grants $500,000 USD and food and blankets after factory accident",Zambia,EcologicallySensitive
Sierra Leone,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Bo Province,7.96472,-11.73833,Bo,74569551.5862069,2004,China Constructs Mini Sports Stadium ,Sierra Leone,ChinatoAfrica
Sierra Leone,"Industry, Mining, Construction",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sierra Leone,234726748.84615386,2006,China Performs Geological and Mineral Resources Survey for Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,7.359,-11.72356,Pujehun,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.76609,-12.78696,Port Loko,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.15898,-12.43168,Moyamba,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.33333,-13.01667,Kono Town,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,9.5368,-11.36929,Koinadugu,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.2789,-10.573,Kailahun,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,9.12504,-12.91816,Kambia,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.98329,-13.1452,Bambali,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,7.59973,-12.16667,Mattru Jong,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,7.87687,-11.19025,Kenema,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,7.96472,-11.73833,Bo,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sierra Leone,50746213.31132075,2006,China Provides Training on Mechanical Cultivation System,Sierra Leone,ChinatoAfrica
Sierra Leone,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kissy mechanical workshop,8.46896,-13.19281,Kissy,4182365.0,2006,China Donates Agricultural Equipment to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kissy mechanical workshop,0.0,0.0,Sierra Leone,4182365.0,2006,China Donates Agricultural Equipment to Sierra Leone,Sierra Leone,ChinatoAfrica
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,17626350.0,2003,China on Tuesday handed over equipment worth 8 million USD to Zambian media,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-15.40669,28.28713,Lusaka,910837.0,2005,China provides Zambia with FM transmitters worth 3.8 million RMB,Zambia,EcologicallySensitive
Zambia,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zambia,910837.0,2005,China provides Zambia with FM transmitters worth 3.8 million RMB,Zambia,EcologicallySensitive
Sierra Leone,Action Relating to Debt,Debt forgiveness,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sierra Leone,35805702.0,2007,China Cancels $22 million USD of Debt ,Sierra Leone,ChinatoAfrica
Sierra Leone,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba",7.87687,-11.19025,Kenema,301744559.8851675,2007,China updates Dodo Hydroelectric Dam Project for Bo and Kenema,Sierra Leone,ChinatoAfrica
Sierra Leone,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba",7.96472,-11.73833,Bo,301744559.8851675,2007,China updates Dodo Hydroelectric Dam Project for Bo and Kenema,Sierra Leone,ChinatoAfrica
Sierra Leone,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba",7.95171,-11.19004,Kenema District,301744559.8851675,2007,China updates Dodo Hydroelectric Dam Project for Bo and Kenema,Sierra Leone,ChinatoAfrica
Sierra Leone,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Bo, Kenema, Kailahu, Pujehun, Kono, Moyamba",7.98877,-11.6734,Bo District,301744559.8851675,2007,China updates Dodo Hydroelectric Dam Project for Bo and Kenema,Sierra Leone,ChinatoAfrica
Somalia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,2.03711,45.34375,Mogadishu,78086.0,2004,China Donates Office Equipment to Somalia,Somalia,ChinatoAfrica
Somalia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Somalia,78086.0,2004,China Donates Office Equipment to Somalia,Somalia,ChinatoAfrica
Sierra Leone,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Kossoh Town, Hastings, Freetown",8.33184,-13.07047,Kossoh Town,14300970.89090909,2008,China Constructs Hospital at College of Medicine and Allied Health Sciences,Sierra Leone,ChinatoAfrica
Sierra Leone,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Sierra Leone,14300970.89090909,2009,China Donates Anti-Malarial Medicine to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Energy Generation and Supply,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Port Loko,8.76609,-12.78696,Port Loko,40712964.0,2009,China provides 30 million USD to Sierra Leone for construction of Bankasoka dam,Sierra Leone,ChinatoAfrica
Sierra Leone,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,0.0,0.0,Sierra Leone,14300970.89090909,2009,China sends 14th medical team to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Freetown, Bo, Kenema",8.43194,-13.28972,Freetown,50746213.31132075,2010,China establishes Wuhan Municipal Foreign Co-operation (WMFC) Government Aid Project,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Freetown, Bo, Kenema",8.16414,-10.81091,Bo,50746213.31132075,2010,China establishes Wuhan Municipal Foreign Co-operation (WMFC) Government Aid Project,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Freetown, Bo, Kenema",8.484,-13.22994,Freetown,50746213.31132075,2010,China establishes Wuhan Municipal Foreign Co-operation (WMFC) Government Aid Project,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Freetown, Bo, Kenema",7.87687,-11.19025,Kenema,50746213.31132075,2010,China establishes Wuhan Municipal Foreign Co-operation (WMFC) Government Aid Project,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Freetown, Bo, Kenema",7.95171,-11.19004,Kenema District,50746213.31132075,2010,China establishes Wuhan Municipal Foreign Co-operation (WMFC) Government Aid Project,Sierra Leone,ChinatoAfrica
Sierra Leone,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Freetown, Bo, Kenema",7.98877,-11.6734,Bo District,50746213.31132075,2010,China establishes Wuhan Municipal Foreign Co-operation (WMFC) Government Aid Project,Sierra Leone,ChinatoAfrica
Sierra Leone,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Yoni; Bombali ,0.0,0.0,Sierra Leone,32472457.33950617,2010,China donates a village school,Sierra Leone,ChinatoAfrica
